日期,高锰酸钾指数,化学需氧量,五日生化需氧量,总有机碳,氨氮,色度,电导率,溶解性总固体,浊度,硝酸盐氮,叶绿素a,氟化物
2/28/2021 19:00,5.8,0,2.9,3.5,0.0103,17,1083.3,704.1225,8,1.1,0,0.6865
2/28/2021 20:00,5.8,0,2.9,3.5,0.0104,17,1082.9,703.8405,8,1.1,0,0.6825
2/28/2021 21:00,5.8,0,2.9,3.5,0.0103,17,1082.8,703.787,8,1.1,0,0.6745
2/28/2021 22:00,5.8,0,2.9,3.5,0.0102,17,1082.75,703.761,8,1.1,0,0.6635
2/28/2021 23:00,5.8,0,2.9,3.5,0.0102,17,1082.45,703.556,8,1.1,0,0.653
3/1/2021 0:00,5.8,0,2.9,3.5,0.0103,17,1082.1,703.318,8,1.1,0,0.6325
3/1/2021 1:00,5.8,0,2.9,3.5,0.0104,17,1081.6,702.979,8,1.1,0,0.629
3/1/2021 2:00,5.8,0,2.9,3.5,0.0103,17,1081.1,702.6715,8,1.1,0,0.6285
3/1/2021 3:00,5.8,0,2.9,3.5,0.0103,17,1080.6,702.359,8,1.1,0,0.613
3/1/2021 4:00,5.8,0,2.9,3.5,0.0103,17,1080.55,702.304,8,1.1,0,0.6135
3/1/2021 5:00,5.8,0,2.9,3.5,0.0104,17,1081,702.582,8,1.1,0,0.621
3/1/2021 6:00,5.8,0,2.895,3.5,0.0103,17,1081.35,702.8245,8,1.0935,0,0.626
3/1/2021 7:00,5.8,0,2.89,3.5,0.0103,17,1082.35,703.4795,8,1.0865,0,0.65
3/1/2021 8:00,5.8,0,2.885,3.5,0.0103,17,1083.35,704.127,8,1.0785,0,0.6615
3/1/2021 9:00,5.8,0,2.88,3.5,0.0104,17,1084.25,704.719,8,1.07,0,0.663
3/1/2021 10:00,5.8,0,2.875,3.5,0.0103,17,1085.15,705.298,8,1.0625,0,0.6655
3/1/2021 11:00,5.8,0,2.87,3.5,0.0102,17,1086,705.8425,8,1.055,0,0.6715
3/1/2021 12:00,5.81,0,2.865,3.5,0.0102,17,1086.95,706.4725,8,1.0475,0,0.682
3/1/2021 13:00,5.81,0,2.86,3.5,0.0102,17,1087.65,706.9245,8,1.041,0,0.669
3/1/2021 14:00,5.81,6.3,2.855,3.5,0.0103,17,1088.25,707.303,8,1.034,0,0.664
3/1/2021 15:00,5.81,12.58,2.85,3.5,0.0103,17,1088.7,707.6205,8,1.027,0,0.671
3/1/2021 16:00,5.81,18.88,2.84,3.5,0.0105,17,1089.05,707.8555,8,1.02,0,0.6855
3/1/2021 17:00,5.81,25.18,2.83,3.5,0.0108,17,1089.05,707.864,8,1.013,0,0.688
3/1/2021 18:00,5.81,28.7,2.82,3.5,0.0111,17,1089,707.852,8,1.006,0,0.705
3/1/2021 19:00,5.81,32.2,2.815,3.5,0.0113,17,1088.95,707.8045,8,0.9995,0,0.706
3/1/2021 20:00,5.81,35.71,2.805,3.5,0.0116,17,1088.8,707.7355,8,0.9925,0,0.7175
3/1/2021 21:00,5.81,39.23,2.8,3.5,0.012,17,1089.15,707.949,8,0.9855,0,0.7225
3/1/2021 22:00,5.8,41.53,2.79,3.5,0.0124,17,1089.3,708.0475,8,0.9785,0,0.729
3/1/2021 23:00,5.8,43.81,2.78,3.5,0.0129,17,1089.9,708.4235,8,0.9725,0,0.729
3/2/2021 0:00,5.8,39.79,2.77,3.5,0.0133,17,1090.25,708.675,8,0.9665,0,0.738
3/2/2021 1:00,5.8,35.8,2.76,3.5,0.0137,17,1090.25,708.6925,8,0.962,0,0.732
3/2/2021 2:00,5.8,31.48,2.755,3.5,0.0141,17,1090.5,708.852,8,0.964,0,0.722
3/2/2021 3:00,5.8,27.08,2.75,3.5,0.0144,17,1090.1,708.575,8,0.9665,0,0.711
3/2/2021 4:00,5.8,25.47,2.745,3.5,0.0147,17,1089.65,708.276,8,0.9705,0,0.693
3/2/2021 5:00,5.8,23.87,2.74,3.5,0.015,17,1089.2,707.9865,8,0.9765,0,0.7055
3/2/2021 6:00,5.79,22.26,2.735,3.5,0.0154,17,1088.8,707.7195,8,0.982,0,0.6965
3/2/2021 7:00,5.79,24.06,2.73,3.5,0.0157,17,1088.45,707.4935,8,0.988,0,0.678
3/2/2021 8:00,5.78,27.09,2.725,3.5,0.016,17,1088.6,707.5875,8,0.9935,0,0.674
3/2/2021 9:00,5.77,30.15,2.72,3.5,0.0162,17,1088.9,707.7795,8,0.9985,0,0.6745
3/2/2021 10:00,5.76,33.21,2.715,3.5,0.0164,17,1089.25,708.0205,8,1.0045,0,0.6715
3/2/2021 11:00,5.75,36.27,2.71,3.5,0.0166,17,1089.7,708.2845,8,1.011,0,0.664
3/2/2021 12:00,5.74,39.63,2.71,3.5,0.0167,17,1090.1,708.539,8,1.019,0,0.659
3/2/2021 13:00,5.73,43.08,2.71,3.5,0.0168,17,1090.55,708.8145,8,1.028,0,0.659
3/2/2021 14:00,5.72,46.53,2.71,3.5,0.0169,17,1091,709.1055,8,1.037,0,0.6565
3/2/2021 15:00,5.71,49.97,2.705,3.5,0.0171,17,1091.75,709.614,8,1.0455,0,0.6715
3/2/2021 16:00,5.71,53.79,2.705,3.5,0.0172,17,1092.9,710.352,8,1.0555,0,0.676
3/2/2021 17:00,5.7,54.19,2.7,3.5,0.0173,17,1093.8,710.944,8,1.066,0,0.6695
3/2/2021 18:00,5.7,54.59,2.7,3.5,0.0174,17,1094.9,711.653,8,1.0765,0,0.6525
3/2/2021 19:00,5.7,54.99,2.7,3.5,0.0175,17,1095.6,712.0995,8,1.0875,0,0.6545
3/2/2021 20:00,5.7,56.32,2.7,3.5,0.0176,17,1096.55,712.6935,8,1.0985,0,0.646
3/2/2021 21:00,5.7,57.64,2.7,3.5,0.0177,17,1097.35,713.21,8,1.1085,0,0.6605
3/2/2021 22:00,5.7,58.97,2.7,3.5,0.0178,17,1098,713.6405,8,1.1185,0,0.672
3/2/2021 23:00,5.7,60.28,2.7,3.5,0.0179,17,1098.75,714.1385,8,1.13,0,0.677
3/3/2021 0:00,5.7,62.56,2.7,3.5,0.018,17,1099.6,714.691,8,1.141,0,0.678
3/3/2021 1:00,5.7,64.89,2.7,3.5,0.0181,17,1100.55,715.293,8,1.1515,0,0.6755
3/3/2021 2:00,5.7,66.86,2.7,3.5,0.0182,17,1101.5,715.9175,8,1.162,0,0.7
3/3/2021 3:00,5.7,68.82,2.7,3.5,0.0183,17,1102.45,716.561,8,1.1725,0,0.7
3/3/2021 4:00,5.7,63.09,2.7,3.5,0.0184,17,1103.05,716.9505,8,1.184,0,0.7155
3/3/2021 5:00,5.7,57.35,2.7,3.5,0.0186,17,1103.75,717.3995,8,1.1955,0,0.7155
3/3/2021 6:00,5.7,50.68,2.7,3.5,0.0187,17,1104.5,717.886,8,1.2065,0,0.733
3/3/2021 7:00,5.7,44.01,2.7,3.5,0.0188,17,1105.3,718.419,8,1.218,0,0.7405
3/3/2021 8:00,5.7,37.34,2.7,3.5,0.019,17,1106.2,719,8,1.2285,0,0.7465
3/3/2021 9:00,5.7,30.68,2.7,3.5,0.0191,17,1107.1,719.613,8,1.239,0,0.7435
3/3/2021 10:00,5.7,30.24,2.7,3.5,0.0193,17,1108.1,720.2615,8,1.25,0,0.7335
3/3/2021 11:00,5.7,29.76,2.7,3.5,0.0193,17,1108.9,720.7725,8,1.262,0,0.723
3/3/2021 12:00,5.7,29.07,2.7,3.5,0.0193,17,1109.45,721.123,8,1.273,0,0.7305
3/3/2021 13:00,5.7,28.4,2.7,3.5,0.0193,17,1110,721.4805,8,1.285,0,0.7425
3/3/2021 14:00,5.7,35.41,2.7,3.5,0.0193,17,1110.6,721.857,8,1.2965,0,0.737
3/3/2021 15:00,5.7,41.52,2.7,3.5,0.0192,17,1111.2,722.27,8,1.307,0,0.735
3/3/2021 16:00,5.7,47.43,2.7,3.5,0.0193,17,1111.85,722.71,8,1.3185,0,0.753
3/3/2021 17:00,5.7,53.33,2.7,3.5,0.0194,17,1112.55,723.161,8,1.33,0,0.74
3/3/2021 18:00,5.7,59.36,2.7,3.5,0.0194,17,1113.3,723.631,8,1.3415,0,0.743
3/3/2021 19:00,5.7,65.34,2.7,3.5,0.0194,17,1114.05,724.1075,8,1.352,0,0.73
3/3/2021 20:00,5.7,64.12,2.7,3.5,0.0193,17,1114.75,724.5815,8,1.3635,0,0.7465
3/3/2021 21:00,5.7,63.4,2.7,3.5,0.0193,17,1115.5,725.069,8,1.375,0,0.746
3/3/2021 22:00,5.7,62.88,2.7,3.5,0.0194,17,1116.25,725.5665,8,1.3855,0,0.723
3/3/2021 23:00,5.7,62.35,2.7,3.5,0.0194,17,1117.05,726.0735,8,1.3975,0,0.7275
3/4/2021 0:00,5.7,62.27,2.7,3.5,0.0195,17,1117.85,726.5815,8,1.409,0,0.7135
3/4/2021 1:00,5.71,63.14,2.7,3.5,0.0195,17,1118.55,727.061,8,1.421,0,0.7355
3/4/2021 2:00,5.72,64.23,2.7,3.5,0.0195,17,1119.3,727.542,8,1.433,0,0.722
3/4/2021 3:00,5.72,66.09,2.7,3.5,0.0194,17,1120.05,728.0155,8,1.4445,0,0.723
3/4/2021 4:00,5.72,67.8,2.7,3.5,0.0193,17,1120.75,728.488,8,1.455,0,0.7125
3/4/2021 5:00,5.73,69.56,2.7,3.5,0.0193,17,1070.5,695.809,8,1.466,0,0.723
3/4/2021 6:00,5.74,63.58,2.7,3.5,0.0193,17,1071.35,696.366,8,1.477,0,0.723
3/4/2021 7:00,5.75,57.11,2.7,3.5,0.0193,17,1072.15,696.891,8,1.4885,0,0.721
3/4/2021 8:00,5.76,50.63,2.7,3.5,0.0192,17,1072.9,697.396,8,1.5,0,0.7195
3/4/2021 9:00,5.77,44.15,2.7,3.5,0.0192,17,1073.65,697.8765,8,1.511,0,0.7225
3/4/2021 10:00,5.78,37.22,2.7,3.5,0.019,17,1074.35,698.3325,8,1.5225,0,0.729
3/4/2021 11:00,5.78,30.24,2.7,3.5,0.019,17,1075.05,698.766,8,1.5345,0,0.7375
3/4/2021 12:00,5.78,23.24,2.7,3.5,0.0189,17,1075.7,699.1805,8,1.546,0,0.7235
3/4/2021 13:00,5.79,15.48,2.7,3.5,0.0189,17,1076.3,699.5745,8,1.557,0,0.717
3/4/2021 14:00,5.8,7.74,2.7,3.5,0.0189,17,1076.85,699.9515,8,1.5685,0,0.7125
3/4/2021 15:00,5.8,0,2.7,3.5,0.0189,17,1077.35,700.301,8,1.5795,0,0.7215
3/4/2021 16:00,5.8,0,2.7,3.5,0.0189,17,1077.9,700.6415,8,1.5905,0,0.713
3/4/2021 17:00,5.8,0,2.705,3.5,0.0189,17,1078.35,700.956,8,1.6015,0,0.7165
3/4/2021 18:00,5.8,0,2.705,3.5,0.0189,17,1078.85,701.2505,8,1.6125,0,0.7385
3/4/2021 19:00,5.8,0,2.705,3.5,0.0189,17,1079.3,701.5325,8,1.622,0,0.733
3/4/2021 20:00,5.8,0,2.705,3.5,0.019,17,1079.7,701.808,8,1.633,0,0.749
3/4/2021 21:00,5.8,0,2.705,3.5,0.019,17,1080.1,702.066,8,1.6435,0,0.75
3/4/2021 22:00,5.8,0,2.705,3.5,0.019,17,1080.45,702.3015,8,1.655,0,0.755
3/4/2021 23:00,5.8,0,2.705,3.5,0.019,17,1080.75,702.524,8,1.666,0,0.7555
3/5/2021 0:00,5.8,0,2.705,3.5,0.019,17,1081.05,702.7245,8,1.678,0,0.7545
3/5/2021 1:00,5.8,0,2.705,3.5,0.019,17,1132.3,736.042,8,1.689,0,0.761
3/5/2021 2:00,5.8,0,2.705,3.5,0.019,17,1132.45,736.1155,8,1.6995,0,0.7675
3/5/2021 3:00,5.8,0,2.705,3.5,0.019,17,1132.6,736.1975,8,1.709,0,0.7675
3/5/2021 4:00,5.8,0,2.705,3.5,0.019,17,1132.75,736.267,8,1.72,0,0.7485
3/5/2021 5:00,5.8,0,2.705,3.5,0.019,17,1132.85,736.3355,8,1.73,0,0.747
3/5/2021 6:00,5.8,0,2.71,3.5,0.019,17,1132.95,736.395,8,1.741,0,0.7495
3/5/2021 7:00,5.8,0,2.71,3.5,0.019,17,1133.05,736.454,8,1.7505,0,0.757
3/5/2021 8:00,5.8,0,2.715,3.5,0.019,17,1133.15,736.511,8,1.761,0,0.752
3/5/2021 9:00,5.8,0,2.72,3.5,0.019,17,1133.2,736.5565,8,1.7715,0,0.755
3/5/2021 10:00,5.8,0,2.725,3.5,0.019,17,1133.3,736.604,8,1.781,0,0.746
3/5/2021 11:00,5.8,0,2.73,3.5,0.019,17,1133.4,736.6495,8,1.792,0,0.7415
3/5/2021 12:00,5.8,0,2.735,3.5,0.019,17,1133.45,736.6965,8,1.8025,0,0.7395
3/5/2021 13:00,5.8,0,2.735,3.5,0.019,17,1133.55,736.754,8,1.811,0,0.7425
3/5/2021 14:00,5.8,0,2.74,3.5,0.019,17,1133.6,736.8125,8,1.8215,0,0.723
3/5/2021 15:00,5.8,0,2.745,3.5,0.019,17,1133.65,736.867,8,1.831,0,0.7445
3/5/2021 16:00,5.8,0,2.75,3.5,0.019,17,1133.7,736.913,8,1.8405,0,0.723
3/5/2021 17:00,5.8,0,2.755,3.5,0.019,17,1133.8,736.9515,8,1.8505,0,0.721
3/5/2021 18:00,5.8,0,2.76,3.5,0.019,17,1133.9,736.9945,8,1.8595,0,0.7075
3/5/2021 19:00,5.8,0,2.765,3.5,0.019,17,1134,737.0395,8,1.869,0,0.6985
3/5/2021 20:00,5.8,0,2.77,3.5,0.019,17,1134.1,737.096,8,1.8785,0,0.69
3/5/2021 21:00,5.8,0,2.775,3.5,0.019,17,1134.2,737.158,8,1.8875,0,0.6665
3/5/2021 22:00,5.8,0,2.78,3.5,0.0189,17,1134.25,737.204,8,1.897,0,0.656
3/5/2021 23:00,5.8,0,2.785,3.5,0.0189,17,1134.3,737.253,8,1.906,0,0.67
3/6/2021 0:00,5.8,0,2.79,3.5,0.0189,17,1134.35,737.308,8,1.9155,0,0.681
3/6/2021 1:00,5.8,0,2.795,3.5,0.0188,17,1134.4,737.3615,8,1.9245,0,0.6785
3/6/2021 2:00,5.8,0,2.795,3.5,0.0187,17,1134.45,737.422,8,1.9325,0,0.67
3/6/2021 3:00,5.8,0,2.8,3.5,0.0186,17,1134.5,737.48,8,1.941,0,0.6675
3/6/2021 4:00,5.8,0,2.8,3.5,0.0185,17,1134.55,737.537,8,1.95,0,0.671
3/6/2021 5:00,5.8,0,2.8,3.5,0.0184,17,1134.7,737.607,8,1.959,0,0.6895
3/6/2021 6:00,5.8,0,2.8,3.5,0.0183,17,1134.8,737.671,8,1.968,0,0.691
3/6/2021 7:00,5.8,0,2.8,3.5,0.0182,17,1134.9,737.7325,8,1.9755,0,0.684
3/6/2021 8:00,5.8,0,2.8,3.5,0.0182,17,1135,737.7895,8,1.984,0,0.695
3/6/2021 9:00,5.8,0,2.8,3.5,0.0181,17,1135.1,737.844,8,1.9935,0,0.683
3/6/2021 10:00,5.8,0,2.8,3.5,0.018,17,1135.2,737.8955,8,2.0015,0,0.7025
3/6/2021 11:00,5.8,0,2.8,3.5,0.018,17,1135.3,737.9485,8,2.0105,0,0.683
3/6/2021 12:00,5.8,0,2.8,3.5,0.018,17,1135.4,737.999,8,2.0195,0,0.6975
3/6/2021 13:00,5.8,0,2.8,3.5,0.018,17,1135.45,738.049,8,2.027,0,0.683
3/6/2021 14:00,5.8,0,2.8,3.5,0.018,17,1135.5,738.097,8,2.0355,0,0.685
3/6/2021 15:00,5.8,0,2.8,3.5,0.018,17,1135.55,738.142,8,2.044,0,0.6945
3/6/2021 16:00,5.8,0,2.8,3.5,0.018,17,1135.6,738.1745,8,2.053,0,0.7145
3/6/2021 17:00,5.8,0,2.8,3.5,0.0179,17,1135.65,738.2105,8,2.061,0,0.7355
3/6/2021 18:00,5.8,0,2.8,3.5,0.0178,17,1135.7,738.2455,8,2.069,0,0.7435
3/6/2021 19:00,5.8,0,2.8,3.5,0.0177,17,1135.75,738.279,8,2.077,0,0.739
3/6/2021 20:00,5.8,0,2.8,3.5,0.0176,17,1135.8,738.313,8,2.084,0,0.74
3/6/2021 21:00,5.8,0,2.8,3.5,0.0175,17,1135.85,738.3475,8,2.0915,0,0.7325
3/6/2021 22:00,5.8,0,2.8,3.5,0.0174,17,1135.9,738.3805,8,2.0995,0,0.7315
3/6/2021 23:00,5.8,0,2.8,3.5,0.0173,17,1135.95,738.4135,8,2.108,0,0.741
3/7/2021 0:00,5.8,0,2.8,3.5,0.0172,17,1136,738.4445,8,2.1155,0,0.758
3/7/2021 1:00,5.8,0,2.8,3.5,0.0171,17,1136,738.4725,8,2.1225,0,0.7475
3/7/2021 2:00,5.8,0,2.8,3.5,0.017,17,1136.05,738.5005,8,2.1315,0,0.7525
3/7/2021 3:00,5.8,0,2.8,3.5,0.017,17,1136.1,738.527,8,2.141,0,0.771
3/7/2021 4:00,5.8,0,2.8,3.5,0.017,17,1136.15,738.551,8,2.149,0,0.763
3/7/2021 5:00,5.8,0,2.8,3.5,0.017,17,1136.2,738.573,8,2.1575,0,0.761
3/7/2021 6:00,5.8,0,2.8,3.5,0.017,17,1136.25,738.597,8,2.166,0,0.7455
3/7/2021 7:00,5.8,0,2.8,3.5,0.017,17,1136.3,738.6155,8,2.1735,0,0.7455
3/7/2021 8:00,5.8,0,2.8,3.5,0.017,17,1136.35,738.6355,8,2.181,0,0.739
3/7/2021 9:00,5.8,0,2.8,3.5,0.017,17,1136.4,738.652,8,2.1885,0,0.744
3/7/2021 10:00,5.8,0,2.8,3.5,0.017,17,1136.45,738.6705,8,2.1955,0,0.7585
3/7/2021 11:00,5.8,0,2.8,3.5,0.017,17,1136.5,738.6905,8,2.2025,0,0.7545
3/7/2021 12:00,5.8,0,2.8,3.5,0.017,17,1136.55,738.7125,8,2.2085,0,0.7425
3/7/2021 13:00,5.8,0,2.8,3.5,0.017,17,1136.6,738.7365,8,2.216,0,0.7385
3/7/2021 14:00,5.8,0,2.8,3.5,0.017,17,1136.65,738.757,8,2.2235,0,0.7365
3/7/2021 15:00,5.8,0,2.8,3.5,0.017,17,1136.7,738.776,8,2.232,0,0.747
3/7/2021 16:00,5.8,0,2.8,3.5,0.017,17,1136.75,738.7945,8,2.2395,0,0.7425
3/7/2021 17:00,5.8,0,2.8,3.5,0.017,17,1136.8,738.8145,8,2.2465,0,0.7595
3/7/2021 18:00,5.8,0,2.8,3.5,0.017,17,1136.85,738.831,8,2.2535,0,0.762
3/7/2021 19:00,5.8,0,2.8,3.5,0.017,17,1136.9,738.848,8,2.2595,0,0.759
3/7/2021 20:00,5.8,0,2.8,3.5,0.017,17,1136.95,738.8645,8,2.266,0,0.755
3/7/2021 21:00,5.8,0,2.8,3.5,0.017,17,1137,738.8825,8,2.273,0,0.7635
3/7/2021 22:00,5.8,0,2.8,3.5,0.017,17,1137,738.8945,8,2.2785,0,0.7655
3/7/2021 23:00,5.8,0,2.8,3.5,0.017,17,1137,738.913,8,2.285,0,0.7565
3/8/2021 0:00,5.8,0,2.8,3.5,0.017,17,1137,738.93,8,2.2915,0,0.755
3/8/2021 1:00,5.8,0,2.8,3.5,0.017,17,1137,738.9485,8,2.298,0,0.7595
3/8/2021 2:00,5.8,0,2.8,3.5,0.017,17,1137,738.966,8,2.304,0,0.757
3/8/2021 3:00,5.8,0,2.8,3.5,0.017,17,1137,738.984,8,2.3115,0,0.753
3/8/2021 4:00,5.8,0,2.8,3.5,0.017,17,1137,738.9975,8,2.3185,0,0.7435
3/8/2021 5:00,5.8,0,2.8,3.5,0.017,17,1137,739.0125,8,2.326,0,0.735
3/8/2021 6:00,5.8,0,2.8,3.5,0.017,17,1137,739.0275,8,2.332,0,0.7295
3/8/2021 7:00,5.8,0,2.8,3.5,0.017,17,1137,739.036,8,2.338,0,0.7425
3/8/2021 8:00,5.8,0,2.8,3.5,0.017,17,1137,739.0475,8,2.345,0,0.7325
3/8/2021 9:00,5.8,0,2.8,3.5,0.017,17,1137,739.0555,8,2.351,0,0.723
3/8/2021 10:00,5.8,0,2.8,3.5,0.017,17,1137,739.067,8,2.3575,0,0.732
3/8/2021 11:00,5.8,0,2.8,3.5,0.017,17,1137,739.076,8,2.363,0,0.7145
3/8/2021 12:00,5.8,0,2.8,3.5,0.017,17,1137,739.0825,8,2.3685,0,0.7255
3/8/2021 13:00,5.8,0,2.8,3.5,0.017,17,1137,739.089,8,2.375,0,0.717
3/8/2021 14:00,5.8,0,2.8,3.5,0.017,17,1137,739.0955,8,2.381,0,0.7245
3/8/2021 15:00,5.8,0,2.8,3.5,0.017,17,1137,739.105,8,2.388,0,0.7075
3/8/2021 16:00,5.8,0,2.8,3.5,0.017,17,1137,739.116,8,2.3945,0,0.708
3/8/2021 17:00,5.8,0,2.8,3.5,0.017,17,1137,739.124,8,2.4005,0,0.692
3/8/2021 18:00,5.8,0,2.8,3.5,0.017,17,1137,739.1315,8,2.4065,0,0.682
3/8/2021 19:00,5.8,0,2.8,3.5,0.017,17,1137,739.1375,8,2.4125,0,0.692
3/8/2021 20:00,5.8,0,2.8,3.5,0.017,17,1137,739.1485,8,2.4185,0,0.6875
3/8/2021 21:00,5.8,0,2.8,3.5,0.017,17,1137,739.1585,8,2.423,0,0.7025
3/8/2021 22:00,5.8,0,2.8,3.5,0.017,17,1137,739.16,8,2.4295,0,0.7195
3/8/2021 23:00,5.8,0,2.8,3.5,0.017,17,1137,739.16,8,2.4345,0,0.725
3/9/2021 0:00,5.8,6.89,2.8,3.5,0.017,17,1137.05,739.176,8,2.4385,0,0.7455
3/9/2021 1:00,5.8,13.45,2.8,3.5,0.017,17,1137.1,739.1905,8,2.4435,0,0.757
3/9/2021 2:00,5.8,20.01,2.8,3.5,0.017,17,1137.1,739.1995,8,2.45,0,0.7665
3/9/2021 3:00,5.8,25.38,2.8,3.5,0.0169,17,1137.1,739.213,8,2.4565,0,0.755
3/9/2021 4:00,5.8,30.45,2.8,3.5,0.0168,17,1137.1,739.226,8,2.4615,0,0.761
3/9/2021 5:00,5.8,35.54,2.8,3.5,0.0167,17,1137.1,739.2365,8,2.4675,0,0.755
3/9/2021 6:00,5.8,39.53,2.8,3.5,0.0166,17,1137.1,739.2365,8,2.473,0,0.7495
3/9/2021 7:00,5.8,43.24,2.8,3.5,0.0165,17,1137.1,739.246,8,2.479,0,0.765
3/9/2021 8:00,5.8,46.78,2.8,3.5,0.0164,17,1137.1,739.2555,8,2.486,0,0.7495
3/9/2021 9:00,5.8,49.86,2.8,3.5,0.0163,17,1137.1,739.2645,8,2.4925,0,0.7515
3/9/2021 10:00,5.8,46.05,2.8,3.5,0.0162,17,1137.1,739.2715,8,2.4985,0,0.744
3/9/2021 11:00,5.8,41.43,2.8,3.5,0.0161,17,1137.1,739.265,8,2.5045,0,0.7645
3/9/2021 12:00,5.81,36.35,2.805,3.5,0.016,17,1137.1,739.2625,8,2.5095,0,0.7475
3/9/2021 13:00,5.82,32.47,2.805,3.5,0.016,17,1137.05,739.2335,8,2.5155,0,0.747
3/9/2021 14:00,5.83,27.74,2.81,3.5,0.016,17,1137.05,739.212,8,2.5225,0,0.761
3/9/2021 15:00,5.84,22.65,2.815,3.5,0.016,17,1137.05,739.1945,8,2.528,0,0.7505
3/9/2021 16:00,5.85,18.66,2.82,3.5,0.016,17,1137.05,739.168,8,2.533,0,0.7575
3/9/2021 17:00,5.86,14.95,2.825,3.5,0.016,17,1137,739.1365,8,2.54,0,0.749
3/9/2021 18:00,5.87,11.41,2.83,3.5,0.016,17,1136.95,739.1115,8,2.545,0,0.728
3/9/2021 19:00,5.88,8.33,2.835,3.5,0.0161,17,1136.9,739.0885,8,2.5515,0,0.7465
3/9/2021 20:00,5.89,5.25,2.84,3.5,0.0161,17,1136.8,739.054,8,2.558,0,0.725
3/9/2021 21:00,5.9,3.31,2.845,3.5,0.0161,17,1136.75,739.0225,8,2.565,0,0.7345
3/9/2021 22:00,5.9,1.83,2.85,3.5,0.0161,17,1136.75,739,8,2.5705,0,0.7265
3/9/2021 23:00,5.9,0.34,2.855,3.5,0.0161,17,1136.75,738.978,8,2.576,0,0.737
3/10/2021 0:00,5.9,0,2.86,3.5,0.0161,17,1136.75,738.9515,8,2.582,0,0.733
3/10/2021 1:00,5.9,0,2.865,3.5,0.0161,17,1136.75,738.9305,8,2.5875,0,0.736
3/10/2021 2:00,5.9,0,2.87,3.5,0.0161,17,1136.75,738.9215,8,2.593,0,0.7315
3/10/2021 3:00,5.9,0,2.875,3.5,0.0161,17,1136.75,738.9055,8,2.599,0,0.716
3/10/2021 4:00,5.9,0,2.88,3.5,0.0161,17,1136.75,738.89,8,2.6035,0,0.715
3/10/2021 5:00,5.9,0,2.885,3.5,0.016,17,1136.75,738.876,8,2.6085,0,0.705
3/10/2021 6:00,5.9,0,2.89,3.5,0.016,17,1136.75,738.8675,8,2.614,0,0.7045
3/10/2021 7:00,5.9,0,2.895,3.5,0.016,17,1136.75,738.8755,8,2.6195,0,0.6995
3/10/2021 8:00,5.9,0,2.895,3.51,0.016,17,1136.75,738.872,8,2.625,0,0.72
3/10/2021 9:00,5.9,0,2.9,3.51,0.016,17,1136.8,738.896,8,2.6295,0,0.72
3/10/2021 10:00,5.9,0,2.9,3.51,0.016,17,1136.8,738.9165,8,2.6335,0,0.7205
3/10/2021 11:00,5.9,0,2.9,3.51,0.016,17,1136.8,738.93,8,2.638,0,0.714
3/10/2021 12:00,5.9,0,2.9,3.51,0.016,17,1136.8,738.9515,8,2.6435,0,0.724
3/10/2021 13:00,5.9,0,2.9,3.51,0.016,17,1136.85,738.979,8,2.648,0,0.724
3/10/2021 14:00,5.9,0,2.9,3.51,0.016,17,1136.9,739.005,8,2.653,0,0.735
3/10/2021 15:00,5.9,0,2.9,3.52,0.016,17,1136.95,739.035,8,2.6585,0,0.7245
3/10/2021 16:00,5.9,0,2.9,3.52,0.016,17,1137,739.066,8,2.6625,0,0.7315
3/10/2021 17:00,5.9,0,2.9,3.53,0.016,17,1137,739.094,8,2.665,0,0.707
3/10/2021 18:00,5.9,0,2.9,3.53,0.016,17,1137.05,739.12,8,2.6695,0,0.6945
3/10/2021 19:00,5.9,0,2.9,3.54,0.016,17,1137.1,739.1445,8,2.674,0,0.6965
3/10/2021 20:00,5.9,0,2.9,3.55,0.016,17,1137.15,739.1715,8,2.6785,0,0.719
3/10/2021 21:00,5.9,0,2.9,3.56,0.016,17,1137.15,739.192,8,2.6825,0,0.73
3/10/2021 22:00,5.9,0,2.9,3.57,0.016,17,1137.15,739.202,8,2.686,0,0.7425
3/10/2021 23:00,5.9,0,2.9,3.58,0.016,17,1137.2,739.224,8,2.69,0,0.7405
3/11/2021 0:00,5.9,0,2.9,3.59,0.016,17,1137.25,739.25,8,2.6955,0,0.742
3/11/2021 1:00,5.9,0,2.9,3.59,0.016,17,1137.3,739.272,8,2.701,0,0.7395
3/11/2021 2:00,5.9,0,2.9,3.6,0.016,17,1137.35,739.295,8,2.706,0,0.754
3/11/2021 3:00,5.9,0,2.9,3.6,0.016,17,1137.4,739.311,8,2.709,0,0.7465
3/11/2021 4:00,5.9,0,2.9,3.6,0.016,17,1137.45,739.3305,8,2.714,0,0.734
3/11/2021 5:00,5.9,0,2.9,3.6,0.016,17,1137.5,739.352,8,2.719,0,0.7415
3/11/2021 6:00,5.9,0,2.9,3.6,0.016,17,1137.55,739.372,8,2.723,0,0.749
3/11/2021 7:00,5.9,0,2.9,3.6,0.016,17,1137.6,739.391,8,2.7275,0,0.764
3/11/2021 8:00,5.9,0,2.9,3.6,0.016,17,1137.65,739.4105,8,2.732,0,0.759
3/11/2021 9:00,5.9,0,2.9,3.6,0.016,17,1137.7,739.434,8,2.736,0,0.7455
3/11/2021 10:00,5.9,0,2.9,3.6,0.016,17,1137.75,739.4565,8,2.7405,0,0.7385
